name,wall_thickness_mm,cooling_h_nominal_W_per_m2K,insertion_nominal_mm,transmural_probability,overheat_probability,depth_fraction_mean,depth_fraction_p10,depth_fraction_p50,depth_fraction_p90,lesion_depth_mean_mm,tmax_mean_C,tmax_p90_C,n_samples
hpsd_50W_10s,6.0,2500.0,1.0,0.0,0.0,0.24778318972546784,0.22331563526478745,0.24497280354004716,0.27302385935739004,1.486699138352807,65.99796705056346,68.92793953232683,8
hpsd_50W_10s,6.0,2500.0,1.5,0.0,0.0,0.2981080540583537,0.27693857335365096,0.296020881513559,0.31938431381250226,1.7886483243501223,72.11059445109152,75.20013923153384,8
hpsd_50W_10s,6.0,2500.0,2.0,0.0,0.0,0.3389048107899166,0.3194695262319241,0.33990313367288083,0.3550875832339687,2.0334288647394994,78.4481210021731,81.42701595400824,8
standard_30W_30s,2.0,800.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,2.0,69.65910449429641,71.7523259604399,8
standard_30W_30s,2.0,800.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,75.1352189305303,77.84748920511909,8
standard_30W_30s,2.0,800.0,1.5,1.0,0.0,1.0,1.0,1.0,1.0,2.0,81.74424191996704,85.89820157459519,8
standard_30W_30s,2.0,800.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,89.57750939707718,96.3868792043005,8
standard_30W_30s,2.0,1500.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,2.0,64.76321812685902,66.34281489173289,8
standard_30W_30s,2.0,1500.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,69.07051484545008,71.76808821051961,8
standard_30W_30s,2.0,1500.0,1.5,1.0,0.0,1.0,1.0,1.0,1.0,2.0,74.41078773524296,77.30796605539317,8
standard_30W_30s,2.0,1500.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,80.2520675036245,84.66199673406761,8
standard_30W_30s,2.0,2500.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,2.0,62.491722550156815,64.5304232252828,8
standard_30W_30s,2.0,2500.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,66.29598098186203,68.1112375023894,8
standard_30W_30s,2.0,2500.0,1.5,1.0,0.0,1.0,1.0,1.0,1.0,2.0,70.38878298171193,72.74236136975782,8
standard_30W_30s,2.0,2500.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,76.13993082831111,78.50707339732813,8
standard_30W_30s,3.0,800.0,0.5,0.0,0.0,0.9357459939117552,0.8923543273814544,0.952111709130961,0.9657381531601181,2.8072379817352657,67.68002138189226,69.44490547235448,8
